,target,text
1111,ham,"Awesome, think we can get an 8th at usf some time tonight?"
4656,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
213,ham,Yup... How Ì_ noe leh...
778,ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
1415,ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak
3496,ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
101,ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.
2043,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
2848,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
5057,ham,"Geeeee ... Your internet is really bad today, eh ?"
4221,ham,Yo you around? A friend of mine's lookin to pick up later tonight
4406,ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
1567,ham,"whatever, im pretty pissed off."
165,ham,I place all ur points on e cultures module already.
5291,ham,Xy trying smth now. U eat already? We havent...
3566,spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
4272,ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
5489,ham,Oh thanks a lot..i already bought 2 eggs ..
1343,ham,Crazy ar he's married. ÌÏ like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
2013,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
273,ham,"Usf I guess, might as well take 1 car"
3860,spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
71,ham,Finished class where are you.
4832,spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
3788,ham,Are you sure you don't mean \get here
1087,ham,You can never do NOTHING
394,ham,Pick you up bout 7.30ish? What time are  and that going?
583,ham,my ex-wife was not able to have kids. Do you want kids one day?
1367,ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_"
5555,ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
5379,ham,Somebody set up a website where you can play hold em using eve online spacebucks
2548,ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
1013,ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
5456,spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"""""
4471,spam,3. You have received your mobile content. Enjoy
3003,spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
5335,ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
4015,ham,In which place i can get rooms cheap:-)
1701,ham,Can come my room but cannot come my house cos my house still messy... Haha...
520,ham,But that's on ebay it might be less elsewhere.
1763,ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
1875,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
3965,ham,I was just callin to say hi. Take care bruv!
3344,ham,Reverse is cheating. That is not mathematics.
2253,ham,Lol enjoy role playing much?
3224,ham,I need... Coz i never go before 
526,spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X"
2946,ham,Leave it. U will always be ignorant.
3899,ham,Okie
692,ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
5273,ham,Its too late:)but its k.wish you the same.
3633,ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
1050,ham,Are you available for soiree on June 3rd?
590,spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
519,ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
3380,spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
3676,ham,Great! So what attracts you to the brothas?
4593,ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
1607,ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
3610,ham,No. I.ll meet you in the library
5323,ham,Aah bless! How's your arm?
1809,ham,"Aight, I'll ask a few of my roommates"
791,ham,All e best 4 ur driving tmr :-)
792,ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!
5424,ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
1855,ham,K.:)you are the only girl waiting in reception ah?
1980,ham,"Sorry, I'll call later"
3233,ham,Yup Ì_ not comin :-(
3598,ham,Then wat r u doing now? Busy wif work?
933,ham,What time you think you'll have it? Need to know when I should be near campus
3963,ham,"If e timing can, then i go w u lor..."
5179,ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
4026,ham,"Yes, princess. Are you going to make me moan?"
4116,ham,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though"
988,ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n"
4303,ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
3453,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
5093,ham,Gokila is talking with you aha:)
3778,spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
4679,ham,"That's cool he'll be here all night, lemme know when you're around"
3093,ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
3155,ham,Long time. You remember me today.
3201,ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
4501,ham,Wot is u up 2 then bitch?
1098,ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
4633,ham,These won't do. Have to move on to morphine
2844,ham,Will be out of class in a few hours. Sorry
886,ham,I like to talk pa but am not able to. I dont know y.
5494,ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
4325,ham,That seems unnecessarily hostile
515,ham,S:)no competition for him.
5146,ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
1453,ham,Stupid.its not possible
3553,ham,am up to my eyes in philosophy
3609,ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
2506,ham,Who u talking about?
2994,ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
3999,spam,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
5287,ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
906,spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
28,ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
2507,ham,Yup...
2428,ham,She.s find. I sent you an offline message to know how anjola's now.
762,spam,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
3747,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
284,ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
686,ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
2353,spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
4487,ham,Call me when you get the chance plz &lt;3
21,ham,IÛ÷m going to try for 2 months ha ha only joking
2752,ham,Sat right? Okay thanks... 
885,ham,Gibbs unsold.mike hussey
917,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
1040,ham,Today am going to college so am not able to atten the class.
1265,ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
4827,ham,Lol no. Just trying to make your day a little more interesting
277,ham,"Awesome, I'll see you in a bit"
2084,ham,How are you. Wish you a great semester
1245,ham,Hello which the site to download songs its urgent pls
2382,ham,I will reach before ten morning
571,ham,Do you know where my lab goggles went
1435,ham,Dad went out oredi... 
3902,ham,Waiting in e car 4 my mum lor. U leh? Reach home already?
1247,ham,Horrible gal. Me in sch doing some stuff. How come u got mc?
3526,ham,Should i send you naughty pix? :)
2514,ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
1007,ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
2064,ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
4405,spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
1690,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
4814,ham,ÌÏ no home work to do meh... 
1985,ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
294,ham,I accidentally deleted the message. Resend please.
1547,ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
2012,ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
588,ham,Ya srsly better than yi tho
3329,ham,Send me yetty's number pls.
2403,ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
2129,ham,Mine here like all fr china then so noisy.
3998,ham,K...k...when will you give treat?
5517,ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
3741,ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
3508,ham,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
